origin area unit,destination area unit,distance (kilometers),time (hours)
Mairaki,Southbrook,22.19266509,1.479511006
Mairaki,Rangiora East,22.46213593,1.497475728
Mairaki,Ohoka,24.84405067,1.656270045
Mairaki,Tuahiwi,26.84231067,1.789487378
Mairaki,Silverstream,27.02654928,1.801769952
Mairaki,Woodend West,27.02841575,1.801894383
Mairaki,Coldstream,27.2980537,1.819870247
Mairaki,Ravenswood,27.50638088,1.833758725
Mairaki,Ashley Gorge,27.75721334,1.850480888
Mairaki,Clarkville,28.08472979,1.87231532
Mairaki,Kaiapoi West,28.41447034,1.894298023
Mairaki,Kaiapoi South,28.81960847,1.921307232
Mairaki,Ashley,28.92533955,1.92835597
Mairaki,Kaiapoi North West,29.10213757,1.940142505
Mairaki,Mansfield,29.13543897,1.942362598
Mairaki,Kaiapoi East,29.86435912,1.990957275
Mairaki,Courtenay,30.03962609,2.00264174
Mairaki,Loburn,30.15737126,2.010491417
Mairaki,Kaiapoi North East,31.15206101,2.076804067
Mairaki,Camside,31.33227304,2.088818203
Mairaki,Sefton,32.25120154,2.150080103
Mairaki,Pines-Kairaki Beach,32.56454486,2.170969657
Mairaki,Styx,36.19459677,2.412973118
Mairaki,Okuku,37.06744724,2.47116315
Mairaki,Highfield Park,38.7943864,2.586292427
Mairaki,Prestons,39.46196647,2.630797765
Mairaki,Belfast South,39.4735479,2.63156986
Mairaki,Redwood North,40.29589592,2.686393062
Mairaki,Shirley East,40.95459988,2.730306658
Mairaki,Mairehau North,41.13416714,2.742277808
Mairaki,Westhaven,41.34830431,2.75655362
Mairaki,Shirley West,41.39131164,2.759420775
Mairaki,Sawyers Arms,41.7916876,2.786112507
Mairaki,Mairehau,42.093155,2.806210333
Mairaki,Richmond North,42.5101335,2.8340089
Mairaki,Burwood,42.53379673,2.835586448
Mairaki,Rutland,42.94154702,2.862769802
Mairaki,Edgeware,43.23321532,2.882214355
Mairaki,Dallington,43.25079913,2.883386608
